Agency Code,Agency Name,Bureau Code,Bureau Name,Account Code,Account Name,Treasury Agency Code,Subfunction Code,Subfunction Title,BEA Category,On- or Off- Budget,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,992230,"Other Proprietary Receipts, Miscellaneous Special Funds",97,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,"-1,000","-18,000","-9,000","-10,000","-11,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,992310,Disposal of Department of Defense Real Property,97,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-8,000","-13,000","-6,000","-25,000","-5,000","-32,000","-12,000","-37,000","-1,000","15,000","-6,000","-1,000","-8,000","-6,000","-6,000","-6,000","-6,000","-6,000"
007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,992410,Lease of Department of Defense Real Property,97,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-15,000","-20,000","-14,000","-19,000","-18,000","-22,000","-22,000","-29,000","-26,000","-33,000","-42,000","-43,000","-31,000","-35,000","-35,000","-36,000","-36,000","-37,000"
007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,997110,"Deposits, Other DOD Trust Funds",21,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000","-5,000","-3,000","-13,000","-16,000","-31,000","-27,000","-26,000","-34,000","-14,000","-16,000","-13,000","-15,000","-24,000","-21,000","-37,000","-21,000","-16,000","-39,000","-38,000","-5,000","-5,000","-5,000","-5,000","-5,000","-5,000"
007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,997130,"Profits from Sale of Ships' Shores, Other DOD Trust Funds",17,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-22,000","-20,000","-22,000","-20,000","-18,000","-20,000","-17,000","-29,000","-26,000","-22,000","-21,000","-12,000","-15,000","-10,000","-16,000","-10,000","-9,000","-13,000","-12,000","-10,000","-20,000","-20,000","-20,000","-20,000","-20,000","-20,000"
007,Department of Defense--Military Programs,05,Military Personnel,0000,Military personnel plug,,051,Department of Defense-Military,Discretionary,On-budget,"25,429,614","6,584,924","26,117,971","27,245,760","28,702,572","31,014,142","36,929,600","42,875,241","45,687,708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,05,Military Personnel,0001,Accrual for military retirement,21,051,Department of Defense-Military,Discretionary,On-budget,"7,482,000","1,910,000","7,957,000","8,478,000","8,938,000","10,055,000","11,532,000","12,829,000","15,362,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,05,Military Personnel,0041,Concurrent Receipt Accrual Payments to the Military Retirement Fund,97,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,539,000","2,344,000","2,452,000","2,776,000","3,745,000","4,516,000","4,950,000","5,376,000","6,791,000","6,337,000","6,197,000","7,572,000","7,522,000","7,538,000","7,626,000","7,766,000"
007,Department of Defense--Military Programs,05,Military Personnel,1000,"Medicare-Eligible Retiree Health Fund Contribution, Navy",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,029,000","2,098,000","1,935,000","1,771,000","1,826,000","1,841,000","1,806,000","1,397,000","1,298,000","1,313,000","1,210,000","1,284,000","1,350,000","1,436,000","1,523,000"
007,Department of Defense--Military Programs,05,Military Personnel,1001,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"982,000","1,051,000","1,116,000","1,053,000","1,136,000","1,142,000","1,126,000","876,000","779,000","762,000","686,000","722,000","762,000","805,000","851,000"
007,Department of Defense--Military Programs,05,Military Personnel,1002,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"292,000","287,000","266,000","240,000","234,000","242,000","236,000","169,000","148,000","125,000","109,000","115,000","123,000","129,000","137,000"
007,Department of Defense--Military Programs,05,Military Personnel,1003,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"137,000","145,000","142,000","134,000","129,000","132,000","135,000","98,000","89,000","74,000","63,000","66,000","70,000","73,000","78,000"
007,Department of Defense--Military Programs,05,Military Personnel,1004,"Medicare-Eligible Retiree Health Fund Contribution, Army",21,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,727,000","2,915,000","3,132,000","2,902,000","3,124,000","3,190,000","3,147,000","2,434,000","2,109,000","2,047,000","1,786,000","1,837,000","1,883,000","1,971,000","2,084,000"
007,Department of Defense--Military Programs,05,Military Personnel,1005,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",21,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"717,000","742,000","718,000","679,000","694,000","720,000","704,000","522,000","471,000","395,000","334,000","348,000","366,000","387,000","409,000"
007,Department of Defense--Military Programs,05,Military Personnel,1006,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",21,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,219,000","1,232,000","1,262,000","1,194,000","1,217,000","1,254,000","1,234,000","909,000","819,000","689,000","587,000","606,000","634,000","672,000","711,000"
007,Department of Defense--Military Programs,05,Military Personnel,1007,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",57,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,033,000","2,082,000","1,959,000","1,778,000","1,836,000","1,863,000","1,840,000","1,442,000","1,317,000","1,274,000","1,171,000","1,233,000","1,298,000","1,367,000","1,442,000"
007,Department of Defense--Military Programs,05,Military Personnel,1008,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",57,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"254,000","268,000","252,000","224,000","225,000","240,000","239,000","174,000","156,000","127,000","110,000","115,000","120,000","126,000","133,000"
007,Department of Defense--Military Programs,05,Military Personnel,1009,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",57,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"386,000","410,000","402,000","376,000","375,000","387,000","378,000","275,000","250,000","217,000","190,000","199,000","210,000","221,000","235,000"
007,Department of Defense--Military Programs,05,Military Personnel,1105,"Military Personnel, Marine Corps",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"3,520,369","4,944,911","4,875,484","5,407,053","5,557,442","5,707,998","5,810,274","6,465,002","6,106,660","5,939,452","5,753,017","5,788,000","5,779,000","6,019,000","6,071,000","6,200,000","6,554,000","6,898,000","7,587,000","9,956,000","10,185,000","10,814,000","10,307,000","10,816,000","12,076,000","13,350,000","13,724,000","14,016,000","14,203,000","13,804,000","13,553,000","13,232,000","13,296,000","13,303,000","13,505,000","13,786,000","14,123,000"
007,Department of Defense--Military Programs,05,Military Personnel,1105,"Military Personnel, Marine Corps",17,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000","7,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,05,Military Personnel,1108,"Reserve Personnel, Marine Corps",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"176,200","270,264","270,926","277,947","295,411","315,100","314,452","291,400","350,020","347,103","346,815","353,000","386,000","394,000","395,000","401,000","416,000","451,000","468,000","513,000","559,000","605,000","525,000","564,000","601,000","652,000","682,000","694,000","670,000","710,000","705,000","665,000","709,000","715,000","729,000","744,000","760,000"
007,Department of Defense--Military Programs,05,Military Personnel,1405,"Reserve Personnel, Navy",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"767,100","1,127,012","1,264,599","1,394,892","1,512,963","1,590,269","1,572,181","1,620,051","1,718,100","1,657,280","1,593,743","1,415,000","1,385,000","1,420,000","1,394,000","1,451,000","1,486,000","1,585,000","1,672,000","1,922,000","2,012,000","2,100,000","1,821,000","1,858,000","1,874,000","1,908,000","1,946,000","1,961,000","1,950,000","1,916,000","1,871,000","1,850,000","1,898,000","1,919,000","1,964,000","2,006,000","2,046,000"
007,Department of Defense--Military Programs,05,Military Personnel,1453,"Military Personnel, Navy",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"11,445,908","15,701,274","15,875,246","17,625,440","18,237,199","19,056,856","19,287,548","19,984,052","19,980,067","19,350,664","18,547,450","17,752,000","17,099,000","17,031,000","16,700,000","16,611,000","17,294,000","17,940,000","20,230,000","23,775,000","24,086,000","25,129,000","24,097,000","24,017,000","24,653,000","25,742,000","27,039,000","27,332,000","27,588,000","27,212,000","27,549,000","27,785,000","28,513,000","28,210,000","28,875,000","29,680,000","30,425,000"
007,Department of Defense--Military Programs,05,Military Personnel,1453,"Military Personnel, Navy",17,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000","14,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,05,Military Personnel,2010,"Military Personnel, Army",21,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"15,388,833","21,499,134","21,091,888","23,052,501","23,918,252","24,419,745","24,614,514","27,535,310","25,926,437","22,985,457","21,352,177","21,007,000","20,335,000","20,825,000","20,650,000","20,811,000","21,779,000","22,551,000","25,264,000","35,527,000","40,975,000","40,663,000","40,560,000","41,532,000","44,540,000","49,615,000","52,226,000","51,726,000","50,669,000","48,176,000","45,859,000","44,376,000","42,960,000","40,866,000","40,251,000","40,340,000","41,139,000"
007,Department of Defense--Military Programs,05,Military Personnel,2010,"Military Personnel, Army",21,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,05,Military Personnel,2060,"National Guard Personnel, Army",21,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"1,882,980","2,889,559","3,056,818","3,083,997","3,209,299","3,293,799","3,296,686","3,319,939","3,440,499","3,366,593","3,449,119","3,462,000","3,353,000","3,405,000","3,459,000","3,636,000","3,774,000","3,987,000","4,289,000","5,370,000","5,255,000","6,379,000","5,899,000","6,743,000","7,746,000","8,540,000","8,597,000","8,587,000","8,395,000","8,346,000","8,296,000","7,819,000","8,108,000","8,062,000","8,297,000","8,465,000","8,599,000"
007,Department of Defense--Military Programs,05,Military Personnel,2070,"Reserve Personnel, Army",21,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"1,361,150","2,027,853","2,133,994","2,114,539","2,240,740","2,241,960","2,203,798","2,242,200","2,318,650","2,186,896","2,155,267","2,178,000","2,129,000","2,060,000","2,040,000","2,183,000","2,318,000","2,520,000","2,683,000","3,210,000","3,359,000","3,706,000","3,431,000","3,515,000","4,014,000","4,282,000","4,605,000","4,562,000","4,489,000","4,566,000","4,416,000","4,343,000","4,575,000","4,665,000","4,736,000","4,845,000","4,930,000"
007,Department of Defense--Military Programs,05,Military Personnel,3500,"Military Personnel, Air Force",57,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"12,842,363","17,857,299","17,728,217","19,535,558","20,009,860","20,166,468","20,047,144","21,020,516","19,462,700","18,222,063","16,121,230","17,545,000","17,207,000","17,050,000","16,926,000","17,048,000","17,738,000","18,264,000","21,958,000","25,454,000","26,097,000","26,253,000","24,990,000","25,218,000","25,419,000","26,803,000","28,310,000","28,718,000","29,256,000","28,745,000","29,241,000","28,105,000","28,695,000","28,096,000","28,467,000","28,819,000","29,238,000"
007,Department of Defense--Military Programs,05,Military Personnel,3500,"Military Personnel, Air Force",57,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,000","52,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,05,Military Personnel,3700,"Reserve Personnel, Air Force",57,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"388,750","569,607","580,507","569,600","615,081","654,444","662,837","629,520","733,700","709,219","788,118","777,000","790,000","788,000","803,000","856,000","892,000","984,000","1,004,000","1,184,000","1,264,000","1,454,000","1,250,000","1,338,000","1,374,000","1,443,000","1,606,000","1,682,000","1,743,000","1,750,000","1,747,000","1,672,000","1,715,000","1,696,000","1,706,000","1,715,000","1,742,000"
007,Department of Defense--Military Programs,05,Military Personnel,3850,"National Guard Personnel, Air Force",57,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"589,100","886,110","916,597","948,578","988,189","1,030,424","1,066,574","1,105,287","1,184,586","1,209,538","1,258,272","1,280,000","1,313,000","1,349,000","1,384,000","1,452,000","1,587,000","1,709,000","1,774,000","2,041,000","2,320,000","2,637,000","2,485,000","2,471,000","2,774,000","2,859,000","3,055,000","3,150,000","3,168,000","3,219,000","3,178,000","3,124,000","3,226,000","3,238,000","3,251,000","3,278,000","3,336,000"
007,Department of Defense--Military Programs,05,Military Personnel,7777,Imputed Accruals for Military Retirement Costs,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"16,503,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0000,Operation and maintenance plug,,051,Department of Defense-Military,Discretionary,On-budget,"28,659,102","7,575,266","32,025,173","34,649,068","37,905,094","46,251,988","55,323,999","62,310,171","66,395,913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0034,Emergency response fund,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,480,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0100,"Operation and Maintenance, Defense-wide",97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,"2,188","19,125","21,189","13,447","-4,579","-40,040","6,488,081","7,154,409","7,255,202","8,602,882","7,230,758","7,582,954","7,729,078","8,646,874","16,322,363","9,874,843","8,495,995","10,107,000","10,222,000","10,227,000","10,596,000","11,374,000","11,715,000","12,083,000","13,835,000","18,303,000","20,556,000","21,195,000","23,811,000","25,703,000","29,299,000","33,613,000","37,373,000","38,533,000","39,797,000","36,691,000","37,251,000","38,312,000","38,247,000","32,820,000","33,252,000","33,691,000","34,314,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0100,"Operation and Maintenance, Defense-wide",97,051,Department of Defense-Military,Mandatory,On-budget,"71,600","15,500","82,500","82,500","118,100","112,900","141,850","155,700","144,400","136,900","146,500","143,300","144,400","195,174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,000",0,0,0,0,0,0,0,"101,000",0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0100,"Operation and Maintenance, Defense-wide",97,376,Other advancement of commerce,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0104,United States Court of Appeals for the Armed Forces,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"3,372","2,870","3,043","3,237","3,241","3,500","3,945","5,400","5,500","5,900","5,942","6,000","7,000","7,000","7,000","7,000","8,000","9,000","9,000","10,000","10,000","11,000","11,000","12,000","13,000","13,000","14,000","14,000","14,000","13,000","14,000","14,000","14,000","14,000","15,000","15,000","15,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0105,"Drug Interdiction and Counter-Drug Activities, Defense",97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"114,000",0,0,0,0,0,"64,000","115,000","45,000","54,000","94,000","174,000","205,000","391,000","377,000","1,156,000","1,037,000","882,000","900,000","920,000","932,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0106,Goodwill games,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","14,522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0107,Office of the Inspector General,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96,800","102,480","120,050","126,494","136,161","141,000","139,000","139,000","138,000","132,000","137,000","147,000","151,000","157,000","168,000","201,000","213,000","216,000","247,000","296,000","297,000","314,000","339,000","318,000","327,000","322,000","326,000","310,000","309,000","307,000","312,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0111,Department of Defense Acquisition Workforce Development Fund,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000","209,000","106,000","48,000","51,000","83,000","84,000","126,000","225,000","474,000","475,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0111,Department of Defense Acquisition Workforce Development Fund,97,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000","4,000",0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0114,European Reassurance Initiative,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"175,000",0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0116,Summer Olympics,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000","2,418","11,285","19,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0118,Overseas Contingency Operations Transfer Fund,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"342,000","544,000","1,482,000","61,000","13,000","5,000",0,"10,000",0,0,0,0,"357,000",0,"-357,000",0,0,0,0,"1,329,000","3,000,000","3,000,000","2,997,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0130,Defense Health Program,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,584,850","9,601,209","9,949,000","10,180,000","10,365,000","10,349,000","10,499,000","12,540,000","13,720,000","17,609,000","15,393,000","17,998,000","18,402,000","21,543,000","24,201,000","25,418,000","28,505,000","30,446,000","32,327,000","32,798,000","30,722,000","32,888,000","32,220,000","32,382,000","33,020,000","34,054,000","35,389,000","36,884,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0131,Real property maintenance,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500,000","1,749,425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0132,Disaster relief,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150,000","70,000","15,000",0,"-11,000",0,0,0,0,0,"-2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0134,Cooperative Threat Reduction Account,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"400,000","380,000","295,000","364,000","382,000","440,000","459,000","442,000","358,000","415,000","449,000","358,000","455,000","370,000","426,000","433,000","423,000","521,000","508,000","462,000","543,000","365,000","358,000","369,000","373,000","381,000","386,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0134,Cooperative Threat Reduction Account,97,051,Department of Defense-Military,Mandatory,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,000",0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0135,"Military training, equipment and associated support transfer fund",97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0136,Depot level maintenance and repair transfer fund,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"455,000","-400,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0137,"Spares, repairs, and associated logistical support transfer fund",97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"779,000","-550,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0141,Iraq Freedom Fund,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,430,000","376,000","-50,000","31,000","231,000","34,000",0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0145,Counterterrorism Partnerships Fund,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,300,000","2,100,000",0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0513,"Ship Modernization, Operations and Sustainment Fund",17,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,099,000","118,000","540,000",0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0801,Foreign Currency Fluctuations,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,"251,670","312,080","619,963",0,"675,016","542,312","329,498","82,000","46,000","147,000","418,000","354,000","364,000","386,000",0,"607,000","54,000",0,0,0,0,0,0,0,0,"-76,000",0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0810,The Department of Defense Environmental Restoration Accounts,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,"154,300","314,000","1,318","1,162",0,0,0,0,0,181,"1,250",0,"1,000",0,0,0,0,0,0,0,"2,000","4,000","2,000","7,000","4,000","62,000","10,000",0,"1,000","26,000","75,000","896,000","904,000","970,000","911,000","854,000","863,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0811,"Environmental Restoration, Formerly Used Defense Sites",97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","7,000",0,0,0,"1,000",0,"1,000","17,000","251,000","204,000","207,000","211,000","216,000","219,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0812,Tenth International Pan American games,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,"9,510","15,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Department of Defense--Military Programs,10,Operation and Maintenance,0819,"Overseas Humanitarian, Disaster, and Civic Aid",97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,"7,500","10,000","10,000","10,000","14,000","54,282","93,600","103,000","65,000","45,000","75,000","84,000","105,000","56,000","56,000","49,000","94,000","94,000","176,000","121,000","63,000","133,000","83,000","885,000","108,000","108,000","96,000","1,110,000","103,000","100,000","104,000","105,000","108,000","109,000"
007,Department of Defense--Military Programs,10,Operation and Maintenance,0827,World university games,97,051,Department of Defense-Military,Discretionary,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000","7,601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
